MUNICÍPIO,ESTADO,ISOPLETA
Colinas do Sul,Goiás,30
Córrego do Ouro,Goiás,30
Corumbá de Goiás,Goiás,35
Corumbaíba,Goiás,35
Cristalina,Goiás,35
Cristianópolis,Goiás,35
Crixás,Goiás,30
Cromínia,Goiás,35
Cumari,Goiás,35
Damianópolis,Goiás,30
Damolândia,Goiás,30
Davinópolis,Goiás,35
Diorama,Goiás,35
Divinópolis de Goiás,Goiás,30
Doverlândia,Goiás,35
Edealina,Goiás,35
Edéia,Goiás,35
Estrela do Norte,Goiás,30
Faina,Goiás,30
Fazenda Nova,Goiás,30
Firminópolis,Goiás,35
Flores de Goiás,Goiás,30
Formosa,Goiás,35
Formoso,Goiás,30
Gameleira de Goiás,Goiás,30
Goianápolis,Goiás,35
Goiandira,Goiás,35
Goianésia,Goiás,30
Goiânia,Goiás,35
Goianira,Goiás,30
Goiás,Goiás,30
Goiatuba,Goiás,35
Gouvelândia,Goiás,35
Guapó,Goiás,35
Guaraíta,Goiás,30
Guarani de Goiás,Goiás,30
Guarinos,Goiás,30
Heitoraí,Goiás,30
Hidrolândia,Goiás,35
Hidrolina,Goiás,30
Iaciara,Goiás,30
Inaciolândia,Goiás,35
Indiara,Goiás,35
Inhumas,Goiás,30
Ipameri,Goiás,35
Ipiranga de Goiás,Goiás,30
Iporá,Goiás,35
Israelândia,Goiás,35
Itaberaí,Goiás,30
Itaguari,Goiás,30
Itaguaru,Goiás,30
Itajá,Goiás,35
Itapaci,Goiás,30
Itapirapuã,Goiás,30
Itapuranga,Goiás,30
Itarumã,Goiás,35
Itauçu,Goiás,30
Itumbiara,Goiás,35
Ivolândia,Goiás,35
Jandaia,Goiás,35
Jaraguá,Goiás,30
Jataí,Goiás,35
Jaupaci,Goiás,30
Jesúpolis,Goiás,30
Joviânia,Goiás,35
Jussara,Goiás,30
Lagoa Santa,Goiás,35
Leopoldo de Bulhões,Goiás,35
Luziânia,Goiás,35
Mairipotaba,Goiás,35
Mambaí,Goiás,30
Mara Rosa,Goiás,30
Marzagão,Goiás,35
Matrinchã,Goiás,30
Maurilândia,Goiás,35
Mimoso de Goiás,Goiás,30
Minaçu,Goiás,30
Mineiros,Goiás,35
Moiporá,Goiás,35
Monte Alegre de Goiás,Goiás,30
Montes Claros de Goiás,Goiás,35
Montividiu,Goiás,35
Montividiu do Norte,Goiás,30
Morrinhos,Goiás,35
Morro Agudo de Goiás,Goiás,30
Mossâmedes,Goiás,30
Mozarlândia,Goiás,30
Mundo Novo,Goiás,30
Mutunópolis,Goiás,30
Nazário,Goiás,35
Nerópolis,Goiás,30
Niquelândia,Goiás,30
Nova América,Goiás,30
Nova Aurora,Goiás,35
Nova Crixás,Goiás,30
